target_gene,minimum_coverage_fraction,common_denominator_n,selected_common_contexts,background_gene_id,background_gene_symbol,endpoint,pseudo_target_statistic,empirical_p_plus1_leave_one_out,randomized_tie_rank_p,p_value_direction,n_reference_profiles_including_pseudo_target,calibration_note
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000113600,C9,recurrent_loss,0.6666666666666666,0.5375494071146245,0.3419957168379428,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000114113,RBP2,recurrent_loss,1,0.26613965744400525,0.12239019790472896,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000114248,LRRC31,recurrent_loss,0,1,0.9860245055833167,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000115009,CCL20,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7023016301180667,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000115423,DNAH6,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6020639100190551,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000115474,KCNJ13,recurrent_loss,1,0.26613965744400525,0.1686313696523419,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000115607,IL18RAP,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7367346175508855,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000115665,SLC5A7,recurrent_loss,1,0.26613965744400525,0.015464367280555925,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000115919,KYNU,recurrent_loss,0,1,0.7919564085432153,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000116329,OPRD1,recurrent_loss,0,1,0.8995512239199391,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000117090,SLAMF1,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6023598334464283,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000117322,CR2,recurrent_loss,1,0.26613965744400525,0.2552185534574435,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000117560,FASLG,recurrent_loss,0,1,0.902124255402345,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000117601,SERPINC1,recurrent_loss,1,0.26613965744400525,0.24526802723311938,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000117971,CHRNB4,recurrent_loss,0.6666666666666666,0.5375494071146245,0.4316646689831307,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000118017,A4GNT,recurrent_loss,0.3333333333333333,0.7812911725955204,0.671788626691886,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000118156,ZNF541,recurrent_loss,0.3333333333333333,0.7812911725955204,0.5483630189343266,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000118271,TTR,recurrent_loss,0.6666666666666666,0.5375494071146245,0.2850461368263749,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000118557,PMFBP1,recurrent_loss,0,1,0.9354784863483165,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000118733,OLFM3,recurrent_loss,1,0.26613965744400525,0.14435346037632882,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000119547,ONECUT2,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6042357777685237,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000119915,ELOVL3,recurrent_loss,1,0.26613965744400525,0.08011721440422814,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000120215,MLANA,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6825674734070986,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000120280,CXorf21,recurrent_loss,0,1,0.8946863964748506,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000120332,TNN,recurrent_loss,0.3333333333333333,0.7812911725955204,0.688189700553844,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000120471,TP53AIP1,recurrent_loss,1,0.26613965744400525,0.01952695564215951,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000120669,SOHLH2,recurrent_loss,0,1,0.8307336707512342,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000121380,BCL2L14,recurrent_loss,0.3333333333333333,0.7812911725955204,0.5452392603266415,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000121621,KIF18A,recurrent_loss,0,1,0.8263508651917248,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000121743,GJA3,recurrent_loss,1,0.26613965744400525,0.007448046409913949,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000121895,TMEM156,recurrent_loss,0,1,0.8820274579019699,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000122224,LY9,recurrent_loss,0,1,0.9769797678331308,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000122432,SPATA1,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7404422591515842,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000122735,DNAI1,recurrent_loss,0.6666666666666666,0.5375494071146245,0.438237863544949,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000123388,HOXC11,recurrent_loss,0.3333333333333333,0.7812911725955204,0.5967767337056145,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000123405,NFE2,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7536007729135037,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000123454,DBH,recurrent_loss,1,0.26613965744400525,0.18817691995402766,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000123485,HJURP,recurrent_loss,0,1,0.9817807706679084,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000123496,IL13RA2,recurrent_loss,1,0.26613965744400525,0.2594400855984995,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000123500,COL10A1,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7247907971470631,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000123977,DAW1,recurrent_loss,0.6666666666666666,0.5375494071146245,0.4118051582564537,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124116,WFDC3,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7565571552449875,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124134,KCNS1,recurrent_loss,0.6666666666666666,0.5375494071146245,0.2829469304117074,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124157,SEMG2,recurrent_loss,1,0.26613965744400525,0.17165838411490142,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124256,ZBP1,recurrent_loss,0,1,0.9836357516691835,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124490,CRISP2,recurrent_loss,1,0.26613965744400525,0.053645707493247916,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124678,TCP11,recurrent_loss,1,0.26613965744400525,0.21332224341151115,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124721,DNAH8,recurrent_loss,1,0.26613965744400525,0.017905703723082155,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124731,TREM1,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6797719395628055,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124875,CXCL6,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6959919781986702,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124935,SCGB1D2,recurrent_loss,1,0.26613965744400525,0.16365219813026732,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000124939,SCGB2A1,recurrent_loss,0.6666666666666666,0.5375494071146245,0.40643284616105957,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000125046,SSUH2,recurrent_loss,1,0.26613965744400525,0.25341808947406913,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000125207,PIWIL1,recurrent_loss,1,0.26613965744400525,0.18744925426120462,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000125508,SRMS,recurrent_loss,0.6666666666666666,0.5375494071146245,0.301448514866023,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000125531,FNDC11,recurrent_loss,1,0.26613965744400525,0.10489977088331076,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000125726,CD70,recurrent_loss,0,1,0.9731976069762753,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000126262,FFAR2,recurrent_loss,0,1,0.791391703092195,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000126733,DACH2,recurrent_loss,1,0.26613965744400525,0.1517735690354555,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000126787,DLGAP5,recurrent_loss,0,1,0.8027283803545116,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000127325,BEST3,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7160825729830257,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000127412,TRPV5,recurrent_loss,1,0.26613965744400525,0.004853531393088763,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000127928,GNGT1,recurrent_loss,0,1,0.7823065065487984,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000128218,VPREB3,recurrent_loss,0,1,0.8064145151346588,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000128383,APOBEC3A,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7311002544688161,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000128510,CPA4,recurrent_loss,0.3333333333333333,0.7812911725955204,0.5415545027050875,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000128564,VGF,recurrent_loss,0.6666666666666666,0.5375494071146245,0.3661190125997987,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000128645,HOXD1,recurrent_loss,1,0.26613965744400525,0.18356898336331404,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000128655,PDE11A,recurrent_loss,0,1,0.9156504380099515,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000129204,USP6,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6889259851116157,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000129214,SHBG,recurrent_loss,1,0.26613965744400525,0.16110758093027436,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000129810,SGO1,recurrent_loss,0,1,0.9215300422694352,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000129988,LBP,recurrent_loss,0.6666666666666666,0.5375494071146245,0.5153852491118063,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000130045,NXNL2,recurrent_loss,0.3333333333333333,0.7812911725955204,0.593096896129929,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000130055,GDPD2,recurrent_loss,0.6666666666666666,0.5375494071146245,0.3358759623197581,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000130377,ACSBG2,recurrent_loss,1,0.26613965744400525,0.12039862746159315,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000130487,KLHDC7B,recurrent_loss,0,1,0.863500395002597,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000130701,RBBP8NL,recurrent_loss,0.6666666666666666,0.5375494071146245,0.34363858854982204,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000131015,ULBP2,recurrent_loss,0,1,0.8940543246275116,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000131044,TTLL9,recurrent_loss,0.6666666666666666,0.5375494071146245,0.5051259661850437,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000131096,PYY,recurrent_loss,0.6666666666666666,0.5375494071146245,0.45965057783864427,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000131187,F12,recurrent_loss,0.3333333333333333,0.7812911725955204,0.679294736881965,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000131203,IDO1,recurrent_loss,0,1,0.8745514766407617,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000131355,ADGRE3,recurrent_loss,0,1,0.9065436038951854,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000131379,C3orf20,recurrent_loss,1,0.26613965744400525,0.20186626187271692,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000131746,TNS4,recurrent_loss,0.6666666666666666,0.5375494071146245,0.2819979395330865,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000132517,SLC52A1,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7183223050857658,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000132746,ALDH3B2,recurrent_loss,1,0.26613965744400525,0.1448346589788873,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000132932,ATP8A2,recurrent_loss,0,1,0.9433354369471432,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133020,MYH8,recurrent_loss,1,0.26613965744400525,0.20052481991851184,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133055,MYBPH,recurrent_loss,1,0.26613965744400525,0.1893278672335343,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133063,CHIT1,recurrent_loss,0,1,0.9249239406212232,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133107,TRPC4,recurrent_loss,0.6666666666666666,0.5375494071146245,0.485138066673752,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133317,LGALS12,recurrent_loss,0,1,0.874220025752044,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133328,PLAAT2,recurrent_loss,1,0.26613965744400525,0.06231681399147992,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133454,MYO18B,recurrent_loss,1,0.26613965744400525,0.03692919148895423,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133475,GGT2,recurrent_loss,0.3333333333333333,0.7812911725955204,0.7648525727147111,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133488,SEC14L4,recurrent_loss,0.6666666666666666,0.5375494071146245,0.3509408007480194,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133640,LRRIQ1,recurrent_loss,0.6666666666666666,0.5375494071146245,0.29378682008683094,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133665,DYDC2,recurrent_loss,0.6666666666666666,0.5375494071146245,0.4951567453318748,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133710,SPINK5,recurrent_loss,0,1,0.8936958566022122,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000133958,UNC79,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6087243428897992,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000134115,CNTN6,recurrent_loss,0,1,0.895170544358817,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000134160,TRPM1,recurrent_loss,1,0.26613965744400525,0.2210835050601311,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000134207,SYT6,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6439991206831357,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000134343,ANO3,recurrent_loss,0.6666666666666666,0.5375494071146245,0.44970135046267323,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000134460,IL2RA,recurrent_loss,0,1,0.9319122849677706,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000134539,KLRD1,recurrent_loss,0,1,0.9060407494659853,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000134962,KLB,recurrent_loss,0.6666666666666666,0.5375494071146245,0.5045487069965332,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000135346,CGA,recurrent_loss,1,0.26613965744400525,3.4059722121309227e-4,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000135436,FAM186B,recurrent_loss,0,1,0.9492870741566749,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000135476,ESPL1,recurrent_loss,0,1,0.9741491852677887,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000135697,BCO1,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6414785046735962,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000135914,HTR2B,recurrent_loss,1,0.26613965744400525,0.1351181361726111,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000135960,EDAR,recurrent_loss,0.6666666666666666,0.5375494071146245,0.30724259631092293,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000136449,MYCBPAP,recurrent_loss,0.6666666666666666,0.5375494071146245,0.3020168895672452,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000136573,BLK,recurrent_loss,0.6666666666666666,0.5375494071146245,0.32594580998109246,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
CYP3A7,0.6,3,KICH;KIRC;KIRP,ENSG00000136881,BAAT,recurrent_loss,0.3333333333333333,0.7812911725955204,0.6904271842564588,upper,759,plus1 values are discrete/conservative; randomized tie ranks are used for the primary continuous-uniform diagnostic
