target_gene,context,logFC,constituent_cancers,n_constituent_cancers,record_type
MAOB,colon,0.8049457300997229,COAD,1,background_organ_value
MAOB,esophagus,0.6846981307607954,ESCA,1,background_organ_value
MAOB,kidney,0.40564254115725135,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.20130972909262357,LIHC,1,background_organ_value
MAOB,prostate,0.2655556861431733,PRAD,1,background_organ_value
MAOB,colon,-0.2691270040857565,COAD,1,background_organ_value
MAOB,esophagus,-1.6338287022379698,ESCA,1,background_organ_value
MAOB,stomach,-0.3899985089059831,STAD,1,background_organ_value
MAOB,liver,0.5209895081164656,LIHC,1,background_organ_value
MAOB,liver,-0.15992365655841628,LIHC,1,background_organ_value
MAOB,esophagus,0.09684610658382778,ESCA,1,background_organ_value
MAOB,kidney,-0.3738634079247879,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.16663338135148772,LIHC,1,background_organ_value
MAOB,liver,-0.04080221644980661,LIHC,1,background_organ_value
MAOB,breast,-0.21255234954805063,BRCA,1,background_organ_value
MAOB,esophagus,0.44749278242493534,ESCA,1,background_organ_value
MAOB,lung,0.769939061035416,LUAD;LUSC,2,background_organ_value
MAOB,breast,0.5938039085543475,BRCA,1,background_organ_value
MAOB,esophagus,-0.0077164242026216,ESCA,1,background_organ_value
MAOB,kidney,0.19081709316766848,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.7203203478825931,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.08643707599148284,PRAD,1,background_organ_value
MAOB,breast,-0.3747326340546604,BRCA,1,background_organ_value
MAOB,liver,-0.2854226028297805,LIHC,1,background_organ_value
MAOB,colon,-0.8501701230293779,COAD,1,background_organ_value
MAOB,kidney,1.1241191770560397,KICH,1,background_organ_value
MAOB,lung,-0.30324807107267926,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.14322049738758305,PRAD,1,background_organ_value
MAOB,stomach,-0.43273105815171253,STAD,1,background_organ_value
MAOB,liver,0.20364479430296456,LIHC,1,background_organ_value
MAOB,thyroid,-0.46473186565582825,THCA,1,background_organ_value
MAOB,breast,0.3420359440501843,BRCA,1,background_organ_value
MAOB,colon,-0.07855729152274653,COAD,1,background_organ_value
MAOB,lung,0.0864370612184431,LUAD;LUSC,2,background_organ_value
MAOB,stomach,0.586863528200576,STAD,1,background_organ_value
MAOB,colon,-0.38370191765377704,COAD,1,background_organ_value
MAOB,kidney,1.071092432757997,KICH,1,background_organ_value
MAOB,liver,-0.6090966833548296,LIHC,1,background_organ_value
MAOB,lung,-0.05615762669611331,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.3502065692977309,PRAD,1,background_organ_value
MAOB,breast,0.5422357103789069,BRCA,1,background_organ_value
MAOB,esophagus,0.4625123383503798,ESCA,1,background_organ_value
MAOB,lung,0.8194833599509583,LUAD;LUSC,2,background_organ_value
MAOB,stomach,0.5128610758631047,STAD,1,background_organ_value
MAOB,liver,-0.4725881933086767,LIHC,1,background_organ_value
MAOB,breast,0.7203025983212071,BRCA,1,background_organ_value
MAOB,kidney,-0.339314543960567,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.7724194986630191,LIHC,1,background_organ_value
MAOB,prostate,-0.06233281297424185,PRAD,1,background_organ_value
MAOB,lung,-1.1148444305432295,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.2094784222685508,PRAD,1,background_organ_value
MAOB,thyroid,0.5902806890720944,THCA,1,background_organ_value
MAOB,colon,0.10452575009472606,COAD,1,background_organ_value
MAOB,esophagus,0.32724230424631406,ESCA,1,background_organ_value
MAOB,kidney,0.07897735699528775,KICH,1,background_organ_value
MAOB,prostate,-0.23957926492884377,PRAD,1,background_organ_value
MAOB,breast,0.8061378451879854,BRCA,1,background_organ_value
MAOB,kidney,0.45204513491438686,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.10583366805158512,LIHC,1,background_organ_value
MAOB,prostate,0.3373842001226916,PRAD,1,background_organ_value
MAOB,breast,0.24442808422957865,BRCA,1,background_organ_value
MAOB,colon,-0.4248857046019913,COAD,1,background_organ_value
MAOB,kidney,-0.03954360591137874,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.28128173491961866,LIHC,1,background_organ_value
MAOB,lung,-0.10096531937805632,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.10582530553983402,PRAD,1,background_organ_value
MAOB,prostate,0.1805700981466878,PRAD,1,background_organ_value
MAOB,esophagus,-0.970882296657439,ESCA,1,background_organ_value
MAOB,breast,-1.3367123851060938,BRCA,1,background_organ_value
MAOB,colon,0.13787539977523192,COAD,1,background_organ_value
MAOB,esophagus,0.20032763331587983,ESCA,1,background_organ_value
MAOB,kidney,0.451742439272325,KICH;KIRC;KIRP,3,background_organ_value
MAOB,prostate,-0.35902838589730945,PRAD,1,background_organ_value
MAOB,colon,1.3718906654269345,COAD,1,background_organ_value
MAOB,esophagus,1.1159213743067906,ESCA,1,background_organ_value
MAOB,kidney,0.1221478007455888,KICH;KIRC;KIRP,3,background_organ_value
MAOB,stomach,-0.01443097268065404,STAD,1,background_organ_value
MAOB,breast,0.4836951131907166,BRCA,1,background_organ_value
MAOB,colon,0.6266901179294582,COAD,1,background_organ_value
MAOB,esophagus,0.6315561535693613,ESCA,1,background_organ_value
MAOB,kidney,0.00504985107377663,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.1542160738290254,LIHC,1,background_organ_value
MAOB,lung,0.6601682372949815,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.1944633981835759,PRAD,1,background_organ_value
MAOB,colon,0.29925090635395735,COAD,1,background_organ_value
MAOB,kidney,0.3565632429908557,KICH,1,background_organ_value
MAOB,prostate,0.30880338874960644,PRAD,1,background_organ_value
MAOB,lung,0.6898886316720001,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.01799685265888771,PRAD,1,background_organ_value
MAOB,colon,0.4634367418243478,COAD,1,background_organ_value
MAOB,colon,0.24264565318814563,COAD,1,background_organ_value
MAOB,esophagus,-0.25299571090493533,ESCA,1,background_organ_value
MAOB,lung,-0.007294817296081885,LUAD;LUSC,2,background_organ_value
MAOB,stomach,-0.20959204980028695,STAD,1,background_organ_value
MAOB,esophagus,0.35464477146361395,ESCA,1,background_organ_value
MAOB,prostate,-0.794540572821039,PRAD,1,background_organ_value
MAOB,colon,0.9884374279015996,COAD,1,background_organ_value
MAOB,lung,0.5998782830298617,LUAD;LUSC,2,background_organ_value
MAOB,esophagus,-0.06902905534483689,ESCA,1,background_organ_value
MAOB,stomach,-0.49965252387716846,STAD,1,background_organ_value
MAOB,liver,-0.06951590150291824,LIHC,1,background_organ_value
MAOB,colon,0.1160657657264247,COAD,1,background_organ_value
MAOB,esophagus,0.04494762217070864,ESCA,1,background_organ_value
MAOB,lung,0.6387445777725702,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.04460979301788411,PRAD,1,background_organ_value
MAOB,stomach,0.04355969968686361,STAD,1,background_organ_value
MAOB,breast,0.1492885393801789,BRCA,1,background_organ_value
MAOB,colon,0.6277216868438162,COAD,1,background_organ_value
MAOB,esophagus,0.6448594277444767,ESCA,1,background_organ_value
MAOB,lung,0.5368285951736681,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.1092750466347275,PRAD,1,background_organ_value
MAOB,stomach,0.5671011092605801,STAD,1,background_organ_value
MAOB,breast,-0.20100609456946175,BRCA,1,background_organ_value
MAOB,esophagus,-0.06752974795031944,ESCA,1,background_organ_value
MAOB,kidney,-0.4533811753251339,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,-0.5344290123964266,LUAD;LUSC,2,background_organ_value
MAOB,breast,0.10669592010347528,BRCA,1,background_organ_value
MAOB,colon,-1.756500099862367,COAD,1,background_organ_value
MAOB,esophagus,-1.1446290535128227,ESCA,1,background_organ_value
MAOB,kidney,1.0205485097351812,KICH,1,background_organ_value
MAOB,lung,-0.6949673198070856,LUAD;LUSC,2,background_organ_value
MAOB,colon,1.267715550836524,COAD,1,background_organ_value
MAOB,kidney,-0.7813897425668441,KICH;KIRC;KIRP,3,background_organ_value
MAOB,stomach,-0.2285439115629601,STAD,1,background_organ_value
MAOB,lung,-0.6182808134701692,LUAD;LUSC,2,background_organ_value
MAOB,breast,0.32773750340375307,BRCA,1,background_organ_value
MAOB,breast,-0.10100355324978454,BRCA,1,background_organ_value
MAOB,colon,0.22280544267480024,COAD,1,background_organ_value
MAOB,kidney,-0.2244934112165975,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,-0.08792278621125721,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.12495224854691005,PRAD,1,background_organ_value
MAOB,stomach,0.45265985411746645,STAD,1,background_organ_value
MAOB,liver,0.13516403838043095,LIHC,1,background_organ_value
MAOB,thyroid,0.15115876628042174,THCA,1,background_organ_value
MAOB,liver,-0.6746015428739727,LIHC,1,background_organ_value
MAOB,lung,-0.33813817787668726,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.2157195310086764,PRAD,1,background_organ_value
MAOB,stomach,-0.16402626953124189,STAD,1,background_organ_value
MAOB,liver,0.32809232500146646,LIHC,1,background_organ_value
MAOB,esophagus,0.22024747300615669,ESCA,1,background_organ_value
MAOB,kidney,0.15001804997764248,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.30930666104407284,LIHC,1,background_organ_value
MAOB,breast,-0.18814885963413497,BRCA,1,background_organ_value
MAOB,kidney,0.41449772212770675,KICH;KIRC,2,background_organ_value
MAOB,lung,0.19194604440606686,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.2374511367772534,PRAD,1,background_organ_value
MAOB,colon,2.036509637020379,COAD,1,background_organ_value
MAOB,esophagus,1.2581796678442143,ESCA,1,background_organ_value
MAOB,prostate,-0.6555471173623342,PRAD,1,background_organ_value
MAOB,stomach,1.0904626266644244,STAD,1,background_organ_value
MAOB,breast,0.8801209293571579,BRCA,1,background_organ_value
MAOB,colon,1.569862669156078,COAD,1,background_organ_value
MAOB,esophagus,0.18575394052437105,ESCA,1,background_organ_value
MAOB,kidney,0.7416511587738145,KICH,1,background_organ_value
MAOB,prostate,0.6300187004610573,PRAD,1,background_organ_value
MAOB,colon,-1.1774599485239174,COAD,1,background_organ_value
MAOB,kidney,0.2013776384634489,KICH;KIRC;KIRP,3,background_organ_value
MAOB,prostate,-0.8689382991046839,PRAD,1,background_organ_value
MAOB,stomach,-0.7096646576303194,STAD,1,background_organ_value
MAOB,breast,0.5042773298655268,BRCA,1,background_organ_value
MAOB,kidney,0.2225063436893321,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.05082049786178424,LIHC,1,background_organ_value
MAOB,colon,-0.1895837328741169,COAD,1,background_organ_value
MAOB,lung,0.04197342504684608,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.0987139680055237,PRAD,1,background_organ_value
MAOB,breast,-2.086589021047484,BRCA,1,background_organ_value
MAOB,kidney,-1.2351001259871894,KICH;KIRC;KIRP,3,background_organ_value
MAOB,breast,0.3326123459358467,BRCA,1,background_organ_value
MAOB,colon,-0.00135087511474925,COAD,1,background_organ_value
MAOB,esophagus,-0.2664215027820677,ESCA,1,background_organ_value
MAOB,kidney,0.3930764397276996,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.2808764597550061,LIHC,1,background_organ_value
MAOB,lung,-0.21773618304503706,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.22377952027551873,PRAD,1,background_organ_value
MAOB,colon,0.8858085872330319,COAD,1,background_organ_value
MAOB,esophagus,-0.24266626233369745,ESCA,1,background_organ_value
MAOB,lung,-0.202098939517745,LUAD;LUSC,2,background_organ_value
MAOB,stomach,0.18133988264547515,STAD,1,background_organ_value
MAOB,breast,-0.31863442644019135,BRCA,1,background_organ_value
MAOB,colon,-0.2668594478685432,COAD,1,background_organ_value
MAOB,esophagus,-0.1279487113500048,ESCA,1,background_organ_value
MAOB,kidney,0.03817160208216394,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,-0.4525092014216844,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.19226830820133775,PRAD,1,background_organ_value
MAOB,stomach,-0.44591806640804865,STAD,1,background_organ_value
MAOB,breast,0.3333932584801874,BRCA,1,background_organ_value
MAOB,colon,0.3823462155528399,COAD,1,background_organ_value
MAOB,esophagus,0.527386576335554,ESCA,1,background_organ_value
MAOB,kidney,0.32803714484963276,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.3403155984310561,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.3268656909528993,PRAD,1,background_organ_value
MAOB,stomach,0.42557992917602205,STAD,1,background_organ_value
MAOB,esophagus,-0.3618480812856171,ESCA,1,background_organ_value
MAOB,stomach,0.05716532929986275,STAD,1,background_organ_value
MAOB,colon,0.12347999979437448,COAD,1,background_organ_value
MAOB,kidney,0.5280485100483113,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.13049574738803785,LIHC,1,background_organ_value
MAOB,lung,-0.19435127650161,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.0793870541584081,PRAD,1,background_organ_value
MAOB,breast,0.03765214165406504,BRCA,1,background_organ_value
MAOB,colon,0.6005045529897126,COAD,1,background_organ_value
MAOB,kidney,0.6442811996866842,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.01212798157261384,LIHC,1,background_organ_value
MAOB,lung,0.5117552118440734,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.43287976339712614,PRAD,1,background_organ_value
MAOB,liver,-0.3376584838932312,LIHC,1,background_organ_value
MAOB,lung,-0.6224211066304209,LUAD;LUSC,2,background_organ_value
MAOB,colon,-0.2376389709484808,COAD,1,background_organ_value
MAOB,stomach,0.03167083955154378,STAD,1,background_organ_value
MAOB,colon,0.03108243747105133,COAD,1,background_organ_value
MAOB,lung,0.30325660899077655,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.13973728178572736,PRAD,1,background_organ_value
MAOB,stomach,-0.02665393162490449,STAD,1,background_organ_value
MAOB,stomach,0.7823252103847975,STAD,1,background_organ_value
MAOB,liver,0.12456700081358224,LIHC,1,background_organ_value
MAOB,esophagus,1.2283242319437613,ESCA,1,background_organ_value
MAOB,esophagus,0.7682318364493463,ESCA,1,background_organ_value
MAOB,kidney,0.2744648714600093,KIRC;KIRP,2,background_organ_value
MAOB,prostate,-0.6192312819939829,PRAD,1,background_organ_value
MAOB,liver,-1.1573018558839,LIHC,1,background_organ_value
MAOB,liver,-0.14371958470918408,LIHC,1,background_organ_value
MAOB,breast,0.01922125502845432,BRCA,1,background_organ_value
MAOB,esophagus,0.03990244975672672,ESCA,1,background_organ_value
MAOB,kidney,0.05528279479892203,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.03462462236809528,LIHC,1,background_organ_value
MAOB,prostate,0.11206233739814238,PRAD,1,background_organ_value
MAOB,lung,-0.6914388515582741,LUAD;LUSC,2,background_organ_value
MAOB,breast,0.6210401140579818,BRCA,1,background_organ_value
MAOB,esophagus,0.6646772954950866,ESCA,1,background_organ_value
MAOB,liver,0.09537294630590504,LIHC,1,background_organ_value
MAOB,breast,0.8679305946528323,BRCA,1,background_organ_value
MAOB,lung,-0.021790299929811907,LUAD;LUSC,2,background_organ_value
MAOB,colon,-1.672639818965043,COAD,1,background_organ_value
MAOB,kidney,-0.3907886841592419,KICH;KIRC;KIRP,3,background_organ_value
MAOB,stomach,-2.0040489170156692,STAD,1,background_organ_value
MAOB,breast,-0.0702818026582753,BRCA,1,background_organ_value
MAOB,breast,0.5916101585037801,BRCA,1,background_organ_value
MAOB,kidney,-0.05410688700439331,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.1620858763878554,LIHC,1,background_organ_value
MAOB,prostate,0.10736390266946334,PRAD,1,background_organ_value
MAOB,breast,0.3504298751109236,BRCA,1,background_organ_value
MAOB,esophagus,0.532351729541444,ESCA,1,background_organ_value
MAOB,lung,0.5861828943407068,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.02692285762652755,PRAD,1,background_organ_value
MAOB,stomach,0.503666431229009,STAD,1,background_organ_value
MAOB,thyroid,1.8122298331929136,THCA,1,background_organ_value
MAOB,liver,-2.6060690526392136,LIHC,1,background_organ_value
MAOB,prostate,-0.38378839887255733,PRAD,1,background_organ_value
MAOB,stomach,-0.9338760887205672,STAD,1,background_organ_value
MAOB,breast,1.3629181484791817,BRCA,1,background_organ_value
MAOB,liver,-0.8602752617502815,LIHC,1,background_organ_value
MAOB,liver,0.06893574447320637,LIHC,1,background_organ_value
MAOB,breast,-1.3373216503656604,BRCA,1,background_organ_value
MAOB,colon,0.46300701877407896,COAD,1,background_organ_value
MAOB,esophagus,0.21637491417449903,ESCA,1,background_organ_value
MAOB,stomach,0.18465151870249685,STAD,1,background_organ_value
MAOB,lung,0.5862124711297882,LUAD;LUSC,2,background_organ_value
MAOB,kidney,-0.7149737383279042,KIRP,1,background_organ_value
MAOB,liver,-0.859692836032485,LIHC,1,background_organ_value
MAOB,esophagus,0.31316966687353637,ESCA,1,background_organ_value
MAOB,stomach,0.06461061102545466,STAD,1,background_organ_value
MAOB,breast,-0.5528727090853592,BRCA,1,background_organ_value
MAOB,colon,0.2837214806398686,COAD,1,background_organ_value
MAOB,kidney,-0.08169778823385598,KICH;KIRP,2,background_organ_value
MAOB,lung,0.35511244490176574,LUAD;LUSC,2,background_organ_value
MAOB,breast,0.305520875688115,BRCA,1,background_organ_value
MAOB,kidney,0.2148830031539566,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.2770775108625487,LIHC,1,background_organ_value
MAOB,prostate,0.199321284592225,PRAD,1,background_organ_value
MAOB,colon,0.9706960814950693,COAD,1,background_organ_value
MAOB,lung,0.3858535024224751,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.28974562364383105,PRAD,1,background_organ_value
MAOB,stomach,0.8527270881691443,STAD,1,background_organ_value
MAOB,esophagus,-1.0746918564955292,ESCA,1,background_organ_value
MAOB,kidney,-0.20735186476957496,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.6966084383522541,LIHC,1,background_organ_value
MAOB,prostate,0.649688422766682,PRAD,1,background_organ_value
MAOB,breast,-0.43705776378963246,BRCA,1,background_organ_value
MAOB,colon,0.40254733301768225,COAD,1,background_organ_value
MAOB,esophagus,-0.07087647821726367,ESCA,1,background_organ_value
MAOB,lung,0.07866458772885658,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.1611698175644371,PRAD,1,background_organ_value
MAOB,stomach,0.05127248022559338,STAD,1,background_organ_value
MAOB,breast,-2.979502023359825,BRCA,1,background_organ_value
MAOB,lung,-2.148930006766871,LUAD;LUSC,2,background_organ_value
MAOB,thyroid,-0.644004283915774,THCA,1,background_organ_value
MAOB,thyroid,0.1172020572834272,THCA,1,background_organ_value
MAOB,breast,0.00600807707088823,BRCA,1,background_organ_value
MAOB,esophagus,-0.14594116008310096,ESCA,1,background_organ_value
MAOB,kidney,-0.10394101332972049,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.03576623402319584,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.07258544075807016,PRAD,1,background_organ_value
MAOB,stomach,-0.17245781808224175,STAD,1,background_organ_value
MAOB,breast,-0.7179602555666765,BRCA,1,background_organ_value
MAOB,colon,-0.9367074638539484,COAD,1,background_organ_value
MAOB,lung,-0.3445702336282862,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.43112240508190813,PRAD,1,background_organ_value
MAOB,breast,0.7615187311738386,BRCA,1,background_organ_value
MAOB,kidney,-0.6059226133174862,KICH,1,background_organ_value
MAOB,prostate,0.3514415003634418,PRAD,1,background_organ_value
MAOB,breast,-0.2114597983869616,BRCA,1,background_organ_value
MAOB,kidney,0.24842696763925767,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.030324028076201177,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.10875598127712784,PRAD,1,background_organ_value
MAOB,colon,0.3829892291760017,COAD,1,background_organ_value
MAOB,kidney,-0.22801765650426853,KIRC;KIRP,2,background_organ_value
MAOB,stomach,0.6067089416416385,STAD,1,background_organ_value
MAOB,thyroid,1.2821158264673862,THCA,1,background_organ_value
MAOB,liver,-0.26621150768120416,LIHC,1,background_organ_value
MAOB,stomach,0.487362239298936,STAD,1,background_organ_value
MAOB,thyroid,1.7099886002889353,THCA,1,background_organ_value
MAOB,breast,-1.2837954398594729,BRCA,1,background_organ_value
MAOB,kidney,-0.8218183426810186,KICH;KIRC;KIRP,3,background_organ_value
MAOB,stomach,0.4479216234356084,STAD,1,background_organ_value
MAOB,esophagus,-0.952427925566884,ESCA,1,background_organ_value
MAOB,esophagus,-0.14932141718671013,ESCA,1,background_organ_value
MAOB,kidney,-0.703430958993022,KICH;KIRC,2,background_organ_value
MAOB,stomach,0.31353494707465995,STAD,1,background_organ_value
MAOB,breast,0.3391582588213378,BRCA,1,background_organ_value
MAOB,colon,0.016904986004709,COAD,1,background_organ_value
MAOB,prostate,-0.05494056892090497,PRAD,1,background_organ_value
MAOB,stomach,0.4600935074568191,STAD,1,background_organ_value
MAOB,thyroid,1.0213171860592112,THCA,1,background_organ_value
MAOB,stomach,0.6130802293684345,STAD,1,background_organ_value
MAOB,liver,-0.2304049029757302,LIHC,1,background_organ_value
MAOB,colon,0.4802900915344791,COAD,1,background_organ_value
MAOB,stomach,0.4121457826980173,STAD,1,background_organ_value
MAOB,liver,-0.10223717080852364,LIHC,1,background_organ_value
MAOB,breast,0.1971981576425501,BRCA,1,background_organ_value
MAOB,kidney,-0.16177864455014607,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,0.08432652956275119,LIHC,1,background_organ_value
MAOB,lung,0.3408280554356664,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.33885330093415955,PRAD,1,background_organ_value
MAOB,colon,0.7717671638851804,COAD,1,background_organ_value
MAOB,esophagus,0.3252458061638493,ESCA,1,background_organ_value
MAOB,kidney,0.9213213200880721,KICH;KIRP,2,background_organ_value
MAOB,liver,0.00578921311189168,LIHC,1,background_organ_value
MAOB,lung,0.4855774816268282,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.15199268177670533,PRAD,1,background_organ_value
MAOB,kidney,0.01957478665831866,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.4986285892534861,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.14921830641923958,PRAD,1,background_organ_value
MAOB,colon,0.6662580646918643,COAD,1,background_organ_value
MAOB,kidney,0.09987563870508304,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.38615297324668074,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.22629323689643727,PRAD,1,background_organ_value
MAOB,stomach,0.6242144238151763,STAD,1,background_organ_value
MAOB,liver,0.4269090479265328,LIHC,1,background_organ_value
MAOB,colon,-0.3308403227965774,COAD,1,background_organ_value
MAOB,esophagus,-1.9617337037821547,ESCA,1,background_organ_value
MAOB,liver,-2.157360822772708,LIHC,1,background_organ_value
MAOB,prostate,-0.38370283172233594,PRAD,1,background_organ_value
MAOB,breast,-1.5241835458487305,BRCA,1,background_organ_value
MAOB,colon,-1.7677626896665453,COAD,1,background_organ_value
MAOB,esophagus,-0.9610493367613416,ESCA,1,background_organ_value
MAOB,kidney,-1.8505265007746143,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,-1.1656450815212691,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.123956460222529,PRAD,1,background_organ_value
MAOB,stomach,-1.056285285248698,STAD,1,background_organ_value
MAOB,thyroid,1.777994117946671,THCA,1,background_organ_value
MAOB,breast,-0.08590802850710785,BRCA,1,background_organ_value
MAOB,kidney,0.04546757357755875,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.04191234238234931,LIHC,1,background_organ_value
MAOB,prostate,0.2653433346344733,PRAD,1,background_organ_value
MAOB,colon,1.0557152474003229,COAD,1,background_organ_value
MAOB,kidney,0.2757463571823987,KICH,1,background_organ_value
MAOB,lung,1.2951840338532719,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.07857725668933696,PRAD,1,background_organ_value
MAOB,stomach,0.6626946453740342,STAD,1,background_organ_value
MAOB,colon,0.8386009823473642,COAD,1,background_organ_value
MAOB,kidney,-0.08260599616711,KICH,1,background_organ_value
MAOB,lung,0.06629161630256843,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.05394576769799512,PRAD,1,background_organ_value
MAOB,stomach,0.36055584220956854,STAD,1,background_organ_value
MAOB,breast,0.4819578119790264,BRCA,1,background_organ_value
MAOB,kidney,0.16971705835412107,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.7894387477497282,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.0982972044363426,PRAD,1,background_organ_value
MAOB,colon,0.15059365226751026,COAD,1,background_organ_value
MAOB,kidney,-2.13702939669242,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.46698083245287936,LUAD;LUSC,2,background_organ_value
MAOB,liver,-1.4993076681073214,LIHC,1,background_organ_value
MAOB,breast,0.35220835699935654,BRCA,1,background_organ_value
MAOB,kidney,0.202328480963334,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.8520716519541487,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.29959175367044233,PRAD,1,background_organ_value
MAOB,stomach,-0.2388083677903599,STAD,1,background_organ_value
MAOB,liver,-0.05358456193688148,LIHC,1,background_organ_value
MAOB,kidney,0.3789967864711208,KICH;KIRP,2,background_organ_value
MAOB,lung,-0.05580634375675289,LUAD;LUSC,2,background_organ_value
MAOB,colon,0.5640437107547231,COAD,1,background_organ_value
MAOB,colon,0.6389405189456886,COAD,1,background_organ_value
MAOB,breast,-0.8115296064824619,BRCA,1,background_organ_value
MAOB,colon,0.03790073551257275,COAD,1,background_organ_value
MAOB,kidney,-0.02796649982688751,KICH;KIRC;KIRP,3,background_organ_value
MAOB,prostate,-0.24392583739503637,PRAD,1,background_organ_value
MAOB,liver,-0.7165681432384716,LIHC,1,background_organ_value
MAOB,breast,-0.9290479277183008,BRCA,1,background_organ_value
MAOB,kidney,-0.1480530579227098,KICH;KIRC;KIRP,3,background_organ_value
MAOB,kidney,0.2585628016314594,KICH;KIRC,2,background_organ_value
MAOB,kidney,0.08610874401130462,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.7143763572130035,LIHC,1,background_organ_value
MAOB,breast,-0.16671641906788365,BRCA,1,background_organ_value
MAOB,colon,-0.16158962483101064,COAD,1,background_organ_value
MAOB,esophagus,-0.05717579861811597,ESCA,1,background_organ_value
MAOB,kidney,-0.1886611515017212,KICH;KIRC;KIRP,3,background_organ_value
MAOB,liver,-0.4088006944956299,LIHC,1,background_organ_value
MAOB,lung,-0.35436752040233066,LUAD;LUSC,2,background_organ_value
MAOB,prostate,-0.14109048341230568,PRAD,1,background_organ_value
MAOB,breast,-0.13293236390545626,BRCA,1,background_organ_value
MAOB,kidney,-0.15593275492852185,KICH;KIRC;KIRP,3,background_organ_value
MAOB,prostate,0.05050084640543294,PRAD,1,background_organ_value
MAOB,kidney,-0.05525255510350549,KICH;KIRP,2,background_organ_value
MAOB,liver,0.0416384402820507,LIHC,1,background_organ_value
MAOB,colon,0.41866885501513257,COAD,1,background_organ_value
MAOB,kidney,0.5080823057097178,KICH;KIRC;KIRP,3,background_organ_value
MAOB,lung,0.3832681879860662,LUAD;LUSC,2,background_organ_value
MAOB,prostate,0.03701155680845967,PRAD,1,background_organ_value
